Time,Longitude,Latitude,Altitude,Roll,Pitch,Yaw
57.55,0.000042047,0.000231001,40.56,-6.484,3.756,270.943
57.60,0.000041092,0.000230967,40.56,-7.190,3.285,270.112
57.65,0.000040152,0.000230903,40.57,-7.768,2.672,269.280
57.70,0.000039225,0.000230804,40.58,-8.353,1.964,268.446
57.75,0.000038310,0.000230663,40.59,-9.016,1.196,267.614
57.80,0.000037403,0.000230471,40.62,-9.622,0.330,266.792
57.85,0.000036503,0.000230224,40.66,-10.183,-0.610,265.980
57.90,0.000035604,0.000229915,40.71,-10.751,-1.584,265.175
57.95,0.000034702,0.000229538,40.78,-11.277,-2.594,264.378
58.00,0.000033791,0.000229087,40.87,-11.768,-3.628,263.588
58.05,0.000032866,0.000228559,40.97,-12.248,-4.638,262.795
58.10,0.000031923,0.000227945,41.09,-12.691,-5.573,261.989
58.15,0.000030955,0.000227239,41.23,-13.111,-6.416,261.165
58.20,0.000029958,0.000226434,41.38,-13.531,-7.166,260.320
58.25,0.000028929,0.000225521,41.56,-13.943,-7.803,259.449
58.30,0.000027863,0.000224494,41.77,-14.349,-8.310,258.546
58.35,0.000026761,0.000223350,41.99,-14.744,-8.663,257.603
58.40,0.000025622,0.000222083,42.24,-15.122,-8.848,256.622
58.45,0.000024448,0.000220692,42.51,-15.499,-8.852,255.626
58.50,0.000023244,0.000219177,42.80,-15.867,-8.650,254.635
58.55,0.000022014,0.000217535,43.11,-16.230,-8.225,253.662
58.60,0.000020765,0.000215765,43.44,-16.599,-7.563,252.711
58.65,0.000019505,0.000213865,43.79,-16.984,-6.704,251.795
58.70,0.000018241,0.000211838,44.16,-17.403,-5.745,250.935
58.75,0.000016985,0.000209684,44.55,-17.880,-4.734,250.114
58.80,0.000015747,0.000207406,44.96,-18.421,-3.694,249.304
58.85,0.000014534,0.000205007,45.39,-19.028,-2.651,248.484
58.90,0.000013358,0.000202488,45.83,-19.684,-1.613,247.643
58.95,0.000012228,0.000199852,46.29,-20.387,-0.580,246.770
59.00,0.000011152,0.000197100,46.76,-21.130,0.443,245.867
59.05,0.000010139,0.000194234,47.25,-21.897,1.444,244.938
59.10,0.000009199,0.000191256,47.74,-22.694,2.429,243.980
59.15,0.000008339,0.000188166,48.26,-23.518,3.390,242.998
59.20,0.000007569,0.000184968,48.78,-24.371,4.328,241.991
59.25,0.000006894,0.000181663,49.31,-25.261,5.254,240.954
59.30,0.000006323,0.000178254,49.85,-26.181,6.156,239.895
59.35,0.000005864,0.000174741,50.40,-27.138,7.047,238.808
59.40,0.000005522,0.000171129,50.96,-28.125,7.912,237.700
59.45,0.000005306,0.000167417,51.52,-29.145,8.756,236.572
59.50,0.000005222,0.000163608,52.09,-30.203,9.580,235.422
59.55,0.000005277,0.000159705,52.66,-31.296,10.380,234.252
59.60,0.000005467,0.000155716,53.24,-32.264,11.143,233.258
59.65,0.000005739,0.000151686,53.81,-32.246,11.503,233.104
59.70,0.000006055,0.000147644,54.36,-31.633,11.555,233.519
59.75,0.000006394,0.000143604,54.89,-31.168,11.694,234.086
59.80,0.000006747,0.000139573,55.39,-30.921,11.915,234.753
59.85,0.000007105,0.000135555,55.87,-30.683,12.099,235.541
59.90,0.000007467,0.000131552,56.32,-30.436,12.301,236.379
59.95,0.000007829,0.000127564,56.75,-30.267,12.583,237.208
60.00,0.000008193,0.000123591,57.15,-30.175,12.941,238.020
60.05,0.000008558,0.000119633,57.52,-30.118,13.353,238.821
