timestamp,episode,alt_ft,roll_rad,pitch_rad,yaw_rad,alt_err_ft,crashed,motor_1,motor_2,motor_3,motor_4,target_heading_rad,along_track_fps,cross_track_fps,reached_target
0.55,4,10.0878,0.019639,0.027012,6.283185,15.451,False,0.67,0.67,0.17,0.67,2.8499,0.5673,-0.656,False
0.6,4,11.2055,0.019639,0.027012,6.283185,14.3333,False,0.67,0.67,0.17,0.67,2.8499,0.6164,-0.6719,False
0.65,4,12.4062,0.019639,0.027012,6.283185,13.1327,False,0.67,0.67,0.17,0.67,2.8499,0.6652,-0.6877,False
0.7,4,13.6832,0.019639,0.027012,6.283185,11.8556,False,0.5998,0.67,0.17,0.67,2.8499,0.7138,-0.7033,False
0.75,4,15.0159,0.019639,0.027012,6.283185,10.523,False,0.5169,0.67,0.17,0.67,2.8499,0.7622,-0.7188,False
0.8,4,16.3731,0.019639,0.027012,6.283185,9.1657,False,0.4073,0.67,0.17,0.67,2.8499,0.8104,-0.7342,False
0.85,4,17.7219,0.019639,0.027012,6.283185,7.817,False,0.3471,0.67,0.17,0.67,2.8499,0.8585,-0.7495,False
0.9,4,19.0372,0.019639,0.027012,6.283185,6.5017,False,0.2797,0.6474,0.356,0.67,2.8499,0.9065,-0.7649,False
0.95,4,20.3,0.019639,0.027012,6.283185,5.2388,False,0.2128,0.4383,0.434,0.67,2.8499,0.9545,-0.7803,False
1.0,4,21.4964,0.019639,0.027012,6.283185,4.0425,False,0.1852,0.3128,0.3909,0.67,2.8499,1.0024,-0.7958,False
1.05,4,22.6186,0.019639,0.027012,6.283185,2.9202,False,0.17,0.17,0.4902,0.5565,2.8499,1.0505,-0.8114,False
1.1,4,23.6637,0.019639,0.027012,6.283185,1.8751,False,0.1777,0.17,0.5887,0.5428,2.8499,1.0986,-0.8272,False
1.15,4,24.6319,0.019639,0.027012,6.283185,0.9069,False,0.1832,0.2006,0.67,0.4095,2.8499,1.1467,-0.843,False
1.2,4,25.5245,0.019639,0.027012,6.283185,0.0144,False,0.17,0.2865,0.67,0.3722,2.8499,1.195,-0.8589,False
1.25,4,26.3422,0.019639,0.027012,6.283185,0.8034,False,0.17,0.3454,0.67,0.3801,2.8499,1.2434,-0.875,False
1.3,4,27.0861,0.019639,0.027012,6.283185,1.5473,False,0.17,0.3787,0.67,0.3793,2.8499,1.2918,-0.8912,False
1.35,4,27.7571,0.019639,0.027012,6.283185,2.2182,False,0.17,0.435,0.67,0.3815,2.8499,1.3405,-0.9075,False
1.4,4,28.3562,0.019639,0.027012,6.283185,2.8173,False,0.17,0.4352,0.67,0.3595,2.8499,1.3892,-0.9239,False
1.45,4,28.8845,0.019639,0.027012,6.283185,3.3457,False,0.17,0.5121,0.67,0.3626,2.8499,1.4381,-0.9404,False
1.5,4,29.3435,0.019639,0.027012,6.283185,3.8047,False,0.1857,0.4872,0.67,0.3718,2.8499,1.4872,-0.9571,False
1.55,4,29.7354,0.019639,0.027012,6.283185,4.1965,False,0.1884,0.5584,0.6664,0.4327,2.8499,1.5364,-0.9739,False
1.6,4,30.0619,0.019639,0.027012,6.283185,4.5231,False,0.17,0.5058,0.5572,0.4088,2.8499,1.5858,-0.9909,False
1.65,4,30.3236,0.019639,0.027012,6.283185,4.7848,False,0.1946,0.4453,0.3176,0.4311,2.8499,1.6354,-1.0079,False
1.7,4,30.5219,0.019639,0.027012,6.283185,4.9831,False,0.17,0.67,0.67,0.6062,2.8499,1.6851,-1.0251,False
1.75,4,30.6568,0.019639,0.027012,6.283185,5.1179,False,0.17,0.67,0.3945,0.67,2.8499,1.735,-1.0424,False
1.8,4,30.7286,0.019639,0.027012,6.283185,5.1897,False,0.2369,0.577,0.2995,0.67,2.8499,1.7851,-1.0598,False
1.85,4,30.7416,0.019639,0.027012,6.283185,5.2028,False,0.17,0.5688,0.3915,0.67,2.8499,1.8352,-1.0773,False
1.9,4,30.6951,0.019639,0.027012,6.283185,5.1562,False,0.17,0.6088,0.4699,0.67,2.8499,1.8853,-1.0947,False
1.95,4,30.5868,0.019639,0.027012,6.283185,5.0479,False,0.17,0.6258,0.4619,0.67,2.8499,1.9353,-1.1121,False
2.0,4,30.4161,0.019639,0.027012,6.283185,4.8773,False,0.2387,0.5778,0.4364,0.67,2.8499,1.985,-1.1293,False
2.05,4,30.188,0.019639,0.027012,6.283185,4.6491,False,0.222,0.6635,0.4553,0.67,2.8499,2.0345,-1.1464,False
2.1,4,29.9046,0.019639,0.027012,6.283185,4.3658,False,0.1994,0.67,0.4572,0.67,2.8499,2.0837,-1.1634,False
2.15,4,29.5655,0.019639,0.027012,6.283185,4.0267,False,0.2453,0.67,0.4608,0.67,2.8499,2.1326,-1.1803,False
2.2,4,29.1745,0.019639,0.027012,6.283185,3.6357,False,0.2952,0.67,0.458,0.67,2.8499,2.1813,-1.197,False
2.25,4,28.7415,0.019639,0.027012,6.283185,3.2027,False,0.3979,0.6524,0.496,0.67,2.8499,2.2298,-1.2136,False
2.3,4,28.2859,0.019639,0.027012,6.283185,2.747,False,0.4497,0.6186,0.4761,0.67,2.8499,2.2781,-1.2302,False
2.35,4,27.8292,0.019639,0.027012,6.283185,2.2904,False,0.5039,0.5939,0.4705,0.6215,2.8499,2.3263,-1.2467,False
2.4,4,27.3929,0.019639,0.027012,6.283185,1.8541,False,0.5402,0.5065,0.4976,0.5832,2.8499,2.3746,-1.2632,False
2.45,4,26.997,0.019639,0.027012,6.283185,1.4581,False,0.6146,0.5389,0.5063,0.637,2.8499,2.4231,-1.2798,False
2.5,4,26.6611,0.019639,0.027012,6.283185,1.1223,False,0.5104,0.6411,0.4372,0.67,2.8499,2.4717,-1.2966,False
2.55,4,26.3776,0.019639,0.027012,6.283185,0.8388,False,0.5047,0.6338,0.416,0.67,2.8499,2.5206,-1.3135,False
2.6,4,26.1382,0.019639,0.027012,6.283185,0.5993,False,0.5444,0.4973,0.4684,0.67,2.8499,2.5697,-1.3304,False
2.65,4,25.9455,0.019639,0.027012,6.283185,0.4066,False,0.5105,0.4973,0.4534,0.67,2.8499,2.6189,-1.3475,False
2.7,4,25.793,0.019639,0.027012,6.283185,0.2542,False,0.3866,0.3662,0.3566,0.67,2.8499,2.6683,-1.3646,False
2.75,4,25.6568,0.019639,0.027012,6.283185,0.1179,False,0.3702,0.3249,0.4029,0.67,2.8499,2.7177,-1.3817,False
2.8,4,25.5239,0.019639,0.027012,6.283185,0.015,False,0.5338,0.17,0.6522,0.67,2.8499,2.7671,-1.3988,False
2.85,4,25.4118,0.019639,0.027012,6.283185,0.1271,False,0.4713,0.17,0.5975,0.67,2.8499,2.8165,-1.416,False
2.9,4,25.3237,0.019639,0.027012,6.283185,0.2151,False,0.4118,0.17,0.1782,0.6673,2.8499,2.866,-1.4332,False
2.95,4,25.2482,0.019639,0.027012,6.283185,0.2906,False,0.404,0.17,0.3127,0.6345,2.8499,2.9155,-1.4503,False
3.0,4,25.1813,0.019639,0.027012,6.283185,0.3575,False,0.5552,0.2841,0.5173,0.67,2.8499,2.9649,-1.4675,False
3.05,4,25.145,0.019639,0.027012,6.283185,0.3939,False,0.5481,0.2497,0.551,0.67,2.8499,3.0144,-1.4847,False
3.1,4,25.151,0.019639,0.027012,6.283185,0.3879,False,0.4271,0.17,0.2564,0.67,2.8499,3.0638,-1.5018,False
3.15,4,25.1807,0.019639,0.027012,6.283185,0.3581,False,0.3453,0.17,0.1941,0.6446,2.8499,3.1132,-1.519,False
3.2,4,25.2113,0.019639,0.027012,6.283185,0.3276,False,0.3895,0.3218,0.4175,0.6329,2.8499,3.1626,-1.5361,False
3.25,4,25.2364,0.019639,0.027012,6.283185,0.3024,False,0.3869,0.4438,0.67,0.6613,2.8499,3.2119,-1.5532,False
3.3,4,25.2559,0.019639,0.027012,6.283185,0.2829,False,0.4114,0.17,0.6374,0.67,2.8499,3.2612,-1.5703,False
3.35,4,25.2731,0.019639,0.027012,6.283185,0.2658,False,0.416,0.2055,0.2136,0.67,2.8499,3.3104,-1.5873,False
3.4,4,25.2881,0.019639,0.027012,6.283185,0.2507,False,0.297,0.17,0.2532,0.4053,2.8499,3.3597,-1.6044,True
